time,e1,e2,em1,em2,r1,r2,rm1,rm2,tau1,tau2,taum1,taum2
0.42503542,-0.16820884,0.049566563,-0.058459163,0.15931623,-0.8206644,0.05215215,-0.8580109,0.014805704,-2.9093776,-0.36076927,-2.6125116,-0.11178157
0.43003583,-0.1706233,0.049345195,-0.2771548,-0.05718635,-0.8239793,0.05234921,-1.18484,-0.30851153,-2.8695054,-0.3374707,-3.0737307,-0.5026239
0.43503624,-0.17303026,0.049126983,-0.1131078,0.10904941,-0.8271731,0.052701294,-0.7122916,0.16758269,-2.8285704,-0.31352898,-3.7342184,-1.0131414
0.44003668,-0.17542899,0.04891268,-0.109368086,0.11497354,-0.8302443,0.05320652,-0.72959983,0.15385084,-2.7866044,-0.28897122,-2.913672,-0.41153866
0.4450371,-0.17781925,0.048702978,-0.03482008,0.1917021,-0.8331926,0.053863093,-0.5379486,0.34910703,-2.7436407,-0.26382548,-2.269426,0.15304217
0.4500375,-0.18020034,0.04849861,-0.08147168,0.14722729,-0.836017,0.054669812,-0.5783745,0.31231236,-2.6997147,-0.23812017,-2.552694,-0.15016526
0.45503792,-0.18257177,0.04830026,-0.17354739,0.05732464,-0.8387169,0.05562572,-0.930417,-0.036074355,-2.6548615,-0.21188411,-2.9368465,-0.38657898
0.46003833,-0.18493295,0.04810863,-0.23742473,-0.0043831617,-0.84129167,0.056730434,-1.136387,-0.2383649,-2.6091187,-0.18514618,-2.6248744,-0.02761507
0.46503875,-0.18728352,0.047924392,-0.17006338,0.06514447,-0.84374136,0.05798368,-0.9188539,-0.01712896,-2.5625265,-0.1579372,-2.8705292,-0.4016472
0.47003916,-0.18962276,0.0477482,-0.19432938,0.043041594,-0.84606516,0.059385702,-0.979162,-0.07371108,-2.5151238,-0.13028657,-2.7958431,-0.3123283
0.4750396,-0.19195032,0.047580756,-0.07483423,0.16469681,-0.8482635,0.06093712,-0.72870594,0.1804946,-2.4669518,-0.102224655,-2.4029398,-0.040626645
0.48004,-0.1942656,0.04742267,-0.3340552,-0.09236695,-0.85033613,0.062638804,-1.138191,-0.22521612,-2.418053,-0.073782645,-3.017047,-0.6052298
0.48504043,-0.19656813,0.047274604,-0.234344,0.009498686,-0.8522833,0.0644919,-0.9638151,-0.047039986,-2.3684707,-0.04499103,-2.6604228,-0.20488355
