time,e1,e2,em1,em2,r1,r2,rm1,rm2,tau1,tau2,taum1,taum2
0.0,0.0,0.0,-0.22408938,-0.22408932,3.021695e-17,6.04339e-17,-0.7283125,-0.7283124,-2.4639032,-0.78254324,-2.6275952,-0.93543184
0.0050004167,-6.2704086e-05,8.2035316e-05,-0.033359647,-0.033351928,-0.02506216,0.03260896,-0.31624508,-0.2572619,-2.4965804,-0.75185055,-2.9360044,-1.1254808
0.010000833,-0.0002477169,0.0003207928,0.018606782,0.018917168,-0.0494205,0.063335024,-0.24257365,-0.12720494,-2.528796,-0.72258323,-1.8371484,-0.055053353
0.01500125,-0.0005502701,0.0007053788,0.029877186,0.030768955,-0.07307584,0.092192404,0.14366081,0.3128209,-2.5605507,-0.69476974,-2.0776925,-0.30257687
0.020001667,-0.00096583366,0.0012250912,-0.039402485,-0.03766606,-0.09603137,0.11920026,-0.09812622,0.12224364,-2.5918522,-0.66843474,-2.5052648,-0.6251372
0.025002083,-0.0014897585,0.0018694415,0.17144394,0.17427273,-0.11829176,0.14438245,0.19869557,0.46771282,-2.6227055,-0.64359844,-2.843575,-0.80555725
0.0300025,-0.0021175146,0.0026281753,0.06671655,0.07086989,-0.13986357,0.16776717,0.12575361,0.44088158,-2.653119,-0.62027717,-3.0546892,-0.9816892
0.035002917,-0.002844572,0.0034912904,0.015544295,0.021239495,-0.16075483,0.18938676,0.033582255,0.39231747,-2.6831,-0.59848225,-3.0767064,-0.95921934
0.040003333,-0.0036666393,0.0044490555,-0.04342985,-0.03599029,-0.1809754,0.20927739,-0.54638803,-0.1465102,-2.7126558,-0.57822025,-3.1815572,-1.0694089
0.04500375,-0.004579544,0.0054920246,-0.09471285,-0.0853406,-0.20053664,0.22747883,-0.25536868,0.18323235,-2.7417955,-0.55949426,-2.86717,-0.63211143
0.050004166,-0.0055789948,0.0066110524,-0.13771486,-0.12623557,-0.21945076,0.24403411,-0.38359678,0.091358244,-2.7705271,-0.5423027,-2.6805172,-0.4976933
0.055004586,-0.0066611767,0.0077973055,-0.07377362,-0.060026594,-0.23773196,0.2589893,-0.46278876,0.04620643,-2.798857,-0.5266384,-2.9778752,-0.6837055
